userId,group,planetNo,attemptNo,timeAgreementScene,timeStartScene,timestableConfigScene,timestableScene
bb284246c5a64c258a92fa940218e85c,U,1,0,3379,1036,-1,-1
bb284246c5a64c258a92fa940218e85c,U,2,0,3379,1036,-1,-1
bb284246c5a64c258a92fa940218e85c,U,3,0,3379,1036,-1,-1
69ea7539af154597af79cae6caa3e9a6,U,1,0,43932,31121,-1,-1
69ea7539af154597af79cae6caa3e9a6,U,2,0,43932,31121,-1,-1
69ea7539af154597af79cae6caa3e9a6,U,3,0,43932,31121,-1,-1
354be11f94a64eb08d1da2b89afb1bfc,U,1,0,170176,108191,-1,-1
354be11f94a64eb08d1da2b89afb1bfc,U,2,0,170176,108191,-1,-1
354be11f94a64eb08d1da2b89afb1bfc,U,3,0,170176,108191,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,1,0,14617,29810,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,2,0,14617,29810,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,U,3,0,14617,29810,-1,-1
17b357c9c55f433782173bcbdc215dd5,U,1,0,5826,15243,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,U,1,0,126562,101572,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,U,2,0,126562,101572,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,U,3,0,126562,101572,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,U,1,0,64683,8719,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,U,2,0,64683,8719,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,U,3,0,64683,8719,-1,-1
927cf8b734aa451291660cc6e55c4c60,U,1,0,72058,55588,-1,-1
927cf8b734aa451291660cc6e55c4c60,U,2,0,72058,55588,-1,-1
927cf8b734aa451291660cc6e55c4c60,U,3,0,72058,55588,-1,-1
66311034328a4f0f82032dd810f4fd30,U,1,0,98120,131095,-1,-1
66311034328a4f0f82032dd810f4fd30,U,2,0,98120,131095,-1,-1
66311034328a4f0f82032dd810f4fd30,U,3,0,98120,131095,-1,-1
e1364da8330c41498bb5fcf66c47f40f,U,1,0,10578,6790,-1,-1
e1364da8330c41498bb5fcf66c47f40f,U,2,0,10578,6790,-1,-1
e1364da8330c41498bb5fcf66c47f40f,U,3,0,10578,6790,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,U,1,0,48457,11433,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,U,2,0,48457,11433,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,U,3,0,48457,11433,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,U,1,0,22506,45532,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,U,2,0,22506,45532,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,U,3,0,22506,45532,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,U,1,0,5424,88720,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,U,2,0,5424,88720,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,U,3,0,5424,88720,-1,-1
51964507adc04b89abaa923d9130ee63,U,1,0,2091,7357,-1,-1
51964507adc04b89abaa923d9130ee63,U,2,0,2091,7357,-1,-1
51964507adc04b89abaa923d9130ee63,U,3,0,2091,7357,-1,-1
39d6550eb2f54f0f8eb9f6237276ddc4,U,1,0,58810,57463,-1,-1
39d6550eb2f54f0f8eb9f6237276ddc4,U,2,0,58810,57463,-1,-1
39d6550eb2f54f0f8eb9f6237276ddc4,U,3,0,58810,57463,-1,-1
4a7eb3142e4a45409f14eb48b25d5c44,U,1,0,5678,100730,-1,-1
4a7eb3142e4a45409f14eb48b25d5c44,U,2,0,5678,100730,-1,-1
d4caf5404b7446ea88c1aaf2562cb5af,U,1,0,16201,8180,-1,-1
d4caf5404b7446ea88c1aaf2562cb5af,U,2,0,16201,8180,-1,-1
d4caf5404b7446ea88c1aaf2562cb5af,U,3,0,16201,8180,-1,-1
d60481e16107405fb2d5066805111e57,U,1,0,7593,6800,-1,-1
d60481e16107405fb2d5066805111e57,U,2,0,7593,6800,-1,-1
c9d579473f3544fab9845053d83635bd,U,1,0,49398,94254,-1,-1
c9d579473f3544fab9845053d83635bd,U,2,0,49398,94254,-1,-1
c9d579473f3544fab9845053d83635bd,U,3,0,49398,94254,-1,-1
9289b56808db4ae9a476558216b8117f,U,1,0,8922,9893,-1,-1
1a7b20c42ff14622bcf45e7ff823662d,U,1,0,9511,2017,-1,-1
1a7b20c42ff14622bcf45e7ff823662d,U,2,0,9511,2017,-1,-1
1dfeffea9d42414fa434e98577561756,U,1,0,38387,91030,-1,-1
1dfeffea9d42414fa434e98577561756,U,2,0,38387,91030,-1,-1
1dfeffea9d42414fa434e98577561756,U,3,0,38387,91030,-1,-1
046cfdefdf7e48c58feba39b6afb52a4,U,1,0,6122,2177,-1,-1
212e49e5507e4e2ba8f64ac175973e80,U,1,0,30963,6126,-1,-1
212e49e5507e4e2ba8f64ac175973e80,U,2,0,30963,6126,-1,-1
212e49e5507e4e2ba8f64ac175973e80,U,3,0,30963,6126,-1,-1
c719317cf07d43af9caa4034b410d2ce,U,1,0,1650,3797,-1,-1
c719317cf07d43af9caa4034b410d2ce,U,2,0,1650,3797,-1,-1
c719317cf07d43af9caa4034b410d2ce,U,3,0,1650,3797,-1,-1
5f6a49e7d31f43f18a923e06b4c69a17,U,1,0,79128,6703,-1,-1
5f6a49e7d31f43f18a923e06b4c69a17,U,2,0,79128,6703,-1,-1
5f6a49e7d31f43f18a923e06b4c69a17,U,3,0,79128,6703,-1,-1
984d1054056c4fda943689d82d911e7a,U,1,0,342634,14175,-1,-1
984d1054056c4fda943689d82d911e7a,U,2,0,342634,14175,-1,-1
61aff87f981c47a79c836d941d5566dc,U,1,0,15703962,12005,-1,-1
61aff87f981c47a79c836d941d5566dc,U,2,0,15703962,12005,-1,-1
61aff87f981c47a79c836d941d5566dc,U,3,0,15703962,12005,-1,-1
0b601e279b654f9e8367bebcf6218aa9,U,1,0,32159,37559,-1,-1
0b601e279b654f9e8367bebcf6218aa9,U,2,0,32159,37559,-1,-1
0b601e279b654f9e8367bebcf6218aa9,U,3,0,32159,37559,-1,-1
7ca82e043da24b728cedcfbdad72a8cd,U,1,0,154185,65029,-1,-1
f462d889ce574232815a6427abe9f9ff,U,1,0,10305,21800,-1,-1
f462d889ce574232815a6427abe9f9ff,U,2,0,10305,21800,-1,-1
f462d889ce574232815a6427abe9f9ff,U,3,0,10305,21800,-1,-1
2a42931100684fb286efff30c3d80a09,U,1,0,16493,10372,-1,-1
2a42931100684fb286efff30c3d80a09,U,2,0,16493,10372,-1,-1
2a42931100684fb286efff30c3d80a09,U,3,0,16493,10372,-1,-1
5a2baee664804d2f9414f03c2ff89918,U,1,0,3609,24044,-1,-1
5a2baee664804d2f9414f03c2ff89918,U,2,0,3609,24044,-1,-1
5a2baee664804d2f9414f03c2ff89918,U,3,0,3609,24044,-1,-1
430a01be268244c9be06fee982185646,U,1,0,1681,4317,-1,-1
430a01be268244c9be06fee982185646,U,2,0,1681,4317,-1,-1
430a01be268244c9be06fee982185646,U,3,0,1681,4317,-1,-1
268ac69ff5dd4075abb76871c79c54f7,U,1,0,1954,4262,-1,-1
268ac69ff5dd4075abb76871c79c54f7,U,2,0,1954,4262,-1,-1
268ac69ff5dd4075abb76871c79c54f7,U,3,0,1954,4262,-1,-1
59d591f0437a47ec921f6469749529ca,U,1,0,1477,10473,-1,-1
59d591f0437a47ec921f6469749529ca,U,2,0,1477,10473,-1,-1
59d591f0437a47ec921f6469749529ca,U,3,0,1477,10473,-1,-1
247a8af0d9134671be48637fc3c008fb,U,1,0,2630,6718,-1,-1
247a8af0d9134671be48637fc3c008fb,U,2,0,2630,6718,-1,-1
247a8af0d9134671be48637fc3c008fb,U,3,0,2630,6718,-1,-1
c064fdf4d9fb4ff990906e67889e2c2b,U,1,0,2099,4429,-1,-1
c064fdf4d9fb4ff990906e67889e2c2b,U,2,0,2099,4429,-1,-1
c064fdf4d9fb4ff990906e67889e2c2b,U,3,0,2099,4429,-1,-1
1c2a176cc4034978bb7ecc5fa5af2126,U,1,0,1623,31122,-1,-1
1c2a176cc4034978bb7ecc5fa5af2126,U,2,0,1623,31122,-1,-1
1c2a176cc4034978bb7ecc5fa5af2126,U,3,0,1623,31122,-1,-1
d09b0a9d4366485598c71f91b07cd95b,U,1,0,11288,12518,-1,-1
d09b0a9d4366485598c71f91b07cd95b,U,2,0,11288,12518,-1,-1
d09b0a9d4366485598c71f91b07cd95b,U,3,0,11288,12518,-1,-1
da1a3fad53294db9828514acc9822d6b,U,1,0,6643,11151,-1,-1
da1a3fad53294db9828514acc9822d6b,U,2,0,6643,11151,-1,-1
da1a3fad53294db9828514acc9822d6b,U,3,0,6643,11151,-1,-1
eb1c1acf70cf407c8038be4ffd6475ce,U,1,0,8981,41019,-1,-1
eb1c1acf70cf407c8038be4ffd6475ce,U,2,0,8981,41019,-1,-1
eb1c1acf70cf407c8038be4ffd6475ce,U,3,0,8981,41019,-1,-1
163a0d5089624701b3f3271ff3d1ca73,U,1,0,10164,1158,-1,-1
163a0d5089624701b3f3271ff3d1ca73,U,2,0,10164,1158,-1,-1
163a0d5089624701b3f3271ff3d1ca73,U,3,0,10164,1158,-1,-1
bb284246c5a64c258a92fa940218e855,C,1,0,3379,1036,-1,-1
bb284246c5a64c258a92fa940218e855,C,2,0,3379,1036,-1,-1
bb284246c5a64c258a92fa940218e855,C,3,0,3379,1036,-1,-1
69ea7539af154597af79cae6caa3e966,C,1,0,43932,31121,-1,-1
69ea7539af154597af79cae6caa3e966,C,2,0,43932,31121,-1,-1
69ea7539af154597af79cae6caa3e966,C,3,0,43932,31121,-1,-1
354be11f94a64eb08d1da2b89afb1bfd,C,1,0,170176,108191,-1,-1
354be11f94a64eb08d1da2b89afb1bfd,C,2,0,170176,108191,-1,-1
354be11f94a64eb08d1da2b89afb1bfd,C,3,0,170176,108191,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,C,1,0,14617,29810,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,C,2,0,14617,29810,-1,-1
48e8dd46c2824a34a6ce5a73b6ccbf4c,C,3,0,14617,29810,-1,-1
17b357c9c55f433782173bcbdc215dd5,C,1,0,5826,15243,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,C,1,0,126562,101572,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,C,2,0,126562,101572,-1,-1
36e5acc0b33c4d4f8481f56cd4efe696,C,3,0,126562,101572,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,C,1,0,64683,8719,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,C,2,0,64683,8719,-1,-1
b9bb6bc6c2704f7a94252c2d4e54649a,C,3,0,64683,8719,-1,-1
927cf8b734aa451291660cc6e55c4c60,C,1,0,72058,55588,-1,-1
927cf8b734aa451291660cc6e55c4c60,C,2,0,72058,55588,-1,-1
927cf8b734aa451291660cc6e55c4c60,C,3,0,72058,55588,-1,-1
66311034328a4f0f82032dd810f4fd30,C,1,0,98120,131095,-1,-1
66311034328a4f0f82032dd810f4fd30,C,2,0,98120,131095,-1,-1
66311034328a4f0f82032dd810f4fd30,C,3,0,98120,131095,-1,-1
e1364da8330c41498bb5fcf66c47f40f,C,1,0,10578,6790,-1,-1
e1364da8330c41498bb5fcf66c47f40f,C,2,0,10578,6790,-1,-1
e1364da8330c41498bb5fcf66c47f40f,C,3,0,10578,6790,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,C,1,0,48457,11433,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,C,2,0,48457,11433,-1,-1
662c58127f3d4ebbb43ceb397bbabb85,C,3,0,48457,11433,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,C,1,0,22506,45532,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,C,2,0,22506,45532,-1,-1
f8c38f6874a94db5a3fd5e7d50619bc2,C,3,0,22506,45532,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,C,1,0,5424,88720,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,C,2,0,5424,88720,-1,-1
fda28ae2441643f48ccc6ad8619d3ae4,C,3,0,5424,88720,-1,-1
706708d4455c401ea468acb17fbf6c20,C,1,0,48652,98173,-1,-1
706708d4455c401ea468acb17fbf6c20,C,2,0,48652,98173,-1,-1
706708d4455c401ea468acb17fbf6c20,C,3,0,48652,98173,-1,-1
01dd8def4d6d4ae2a859d09d3e40cbd0,C,1,0,165334,30070,-1,-1
01dd8def4d6d4ae2a859d09d3e40cbd0,C,2,0,165334,30070,-1,-1
01dd8def4d6d4ae2a859d09d3e40cbd0,C,3,0,165334,30070,-1,-1
12f958778c534cb38b0535e5da173259,C,1,0,26154,17912,-1,-1
12f958778c534cb38b0535e5da173259,C,2,0,26154,17912,-1,-1
12f958778c534cb38b0535e5da173259,C,3,0,26154,17912,-1,-1
663f07d176444b26b70010eb1bb93c68,C,1,0,21937,44027,-1,-1
663f07d176444b26b70010eb1bb93c68,C,2,0,21937,44027,-1,-1
663f07d176444b26b70010eb1bb93c68,C,3,0,21937,44027,-1,-1
b674419590fc4392893e7a99c5437153,C,1,0,58767,20279,-1,-1
b674419590fc4392893e7a99c5437153,C,2,0,58767,20279,-1,-1
b674419590fc4392893e7a99c5437153,C,3,0,58767,20279,-1,-1
379b8823754e4531aae0bcd22a5857e0,C,1,0,16739,69822,-1,-1
379b8823754e4531aae0bcd22a5857e0,C,2,0,16739,69822,-1,-1
379b8823754e4531aae0bcd22a5857e0,C,3,0,16739,69822,-1,-1
063d80d2d6474e1c8834045500f1f84c,C,1,0,13515,13303,-1,-1
063d80d2d6474e1c8834045500f1f84c,C,2,0,13515,13303,-1,-1
063d80d2d6474e1c8834045500f1f84c,C,3,0,13515,13303,-1,-1
73fe1c077a974701bdc106e0a95f0381,C,1,0,10931,8502,-1,-1
73fe1c077a974701bdc106e0a95f0381,C,2,0,10931,8502,-1,-1
73fe1c077a974701bdc106e0a95f0381,C,3,0,10931,8502,-1,-1
02b313e2fc17414c9fc717d924545a34,C,1,0,32537,14288,-1,-1
02b313e2fc17414c9fc717d924545a34,C,2,0,32537,14288,-1,-1
02b313e2fc17414c9fc717d924545a34,C,3,0,32537,14288,-1,-1
d51fd9a32ca44e039f2087d5e09d9d67,C,1,0,120115,27687,-1,-1
d51fd9a32ca44e039f2087d5e09d9d67,C,2,0,120115,27687,-1,-1
d51fd9a32ca44e039f2087d5e09d9d67,C,3,0,120115,27687,-1,-1
38061f8f3582481191c35c0572cd7b3b,C,1,0,1360,1346,-1,-1
648210b2eea74cbaa1f0bb4a60e7a860,C,1,0,46538,13367,-1,-1
648210b2eea74cbaa1f0bb4a60e7a860,C,2,0,46538,13367,-1,-1
648210b2eea74cbaa1f0bb4a60e7a860,C,3,0,46538,13367,-1,-1
a235044215a9402fab78ea1de2b2ce5f,C,1,0,21086,8381,-1,-1
a235044215a9402fab78ea1de2b2ce5f,C,2,0,21086,8381,-1,-1
a235044215a9402fab78ea1de2b2ce5f,C,3,0,21086,8381,-1,-1
3d8f6fecd54c40af9c280510cadfcceb,C,1,0,11253,4960,-1,-1
3d8f6fecd54c40af9c280510cadfcceb,C,2,0,11253,4960,-1,-1
3d8f6fecd54c40af9c280510cadfcceb,C,3,0,11253,4960,-1,-1
07ea8ede0b0d47f9af0b54a98bc6b8d9,C,1,0,26097,4916,-1,-1
07ea8ede0b0d47f9af0b54a98bc6b8d9,C,2,0,26097,4916,-1,-1
07ea8ede0b0d47f9af0b54a98bc6b8d9,C,3,0,26097,4916,-1,-1
df2d77e006de40f89d09f5ae34b5930e,C,1,0,19083,15608,-1,-1
df2d77e006de40f89d09f5ae34b5930e,C,2,0,19083,15608,-1,-1
df2d77e006de40f89d09f5ae34b5930e,C,3,0,19083,15608,-1,-1
0eecc154c9a94f10a87cc351e6c422b6,C,1,0,14230,11935,-1,-1
0eecc154c9a94f10a87cc351e6c422b6,C,2,0,14230,11935,-1,-1
0eecc154c9a94f10a87cc351e6c422b6,C,3,0,14230,11935,-1,-1
920e98cfa305462ba5e0f8634bac0cb9,C,1,0,7906,3147,-1,-1
920e98cfa305462ba5e0f8634bac0cb9,C,2,0,7906,3147,-1,-1
920e98cfa305462ba5e0f8634bac0cb9,C,3,0,7906,3147,-1,-1
3dd57f1547184fc3a66dc5fa1a1901ce,C,1,0,39355,15165,-1,-1
3dd57f1547184fc3a66dc5fa1a1901ce,C,2,0,39355,15165,-1,-1
3dd57f1547184fc3a66dc5fa1a1901ce,C,3,0,39355,15165,-1,-1
616eaf35beb245cd86a60183e4a79c6d,C,1,0,4693,7194,-1,-1
616eaf35beb245cd86a60183e4a79c6d,C,2,0,4693,7194,-1,-1
616eaf35beb245cd86a60183e4a79c6d,C,3,0,4693,7194,-1,-1
509ad822fea142c3bda5e8d2c32dc3bf,C,1,0,34314,5911,-1,-1
509ad822fea142c3bda5e8d2c32dc3bf,C,2,0,34314,5911,-1,-1
509ad822fea142c3bda5e8d2c32dc3bf,C,3,0,34314,5911,-1,-1
9a4580a886ad4760b070874f1d1dbe8b,C,1,0,62663,8989,-1,-1
9a4580a886ad4760b070874f1d1dbe8b,C,2,0,62663,8989,-1,-1
9a4580a886ad4760b070874f1d1dbe8b,C,3,0,62663,8989,-1,-1
00893a61e1ba43da9aa0df4f6e20245f,C,1,0,2412,8346,-1,-1
00893a61e1ba43da9aa0df4f6e20245f,C,2,0,2412,8346,-1,-1
00893a61e1ba43da9aa0df4f6e20245f,C,3,0,2412,8346,-1,-1
21b70c5ab40845fd9aab55de1db54de2,C,1,0,11510,20420,-1,-1
21b70c5ab40845fd9aab55de1db54de2,C,2,0,11510,20420,-1,-1
21b70c5ab40845fd9aab55de1db54de2,C,3,0,11510,20420,-1,-1
78980661a4454a808324109af5627dd7,C,1,0,17284,16500,-1,-1
78980661a4454a808324109af5627dd7,C,2,0,17284,16500,-1,-1
78980661a4454a808324109af5627dd7,C,3,0,17284,16500,-1,-1
a5000e45af714772bbc4f6da7c00d903,C,1,0,14137,19342,-1,-1
a5000e45af714772bbc4f6da7c00d903,C,2,0,14137,19342,-1,-1
a5000e45af714772bbc4f6da7c00d903,C,3,0,14137,19342,-1,-1
79648c2b7f8549a9a0f0c484f150fe34,C,1,0,9787,14545,-1,-1
79648c2b7f8549a9a0f0c484f150fe34,C,2,0,9787,14545,-1,-1
79648c2b7f8549a9a0f0c484f150fe34,C,3,0,9787,14545,-1,-1
92b9a944f487481e8f6c690eb1bfd55e,C,1,0,27568,9862,-1,-1
92b9a944f487481e8f6c690eb1bfd55e,C,2,0,27568,9862,-1,-1
92b9a944f487481e8f6c690eb1bfd55e,C,3,0,27568,9862,-1,-1
4c4c6f25333348b1ba73069bbb415ae1,D,1,0,1361,926,-1,-1
4c4c6f25333348b1ba73069bbb415ae1,D,2,0,1361,926,-1,-1
4c4c6f25333348b1ba73069bbb415ae1,D,3,0,1361,926,-1,-1
4b4c46ac6c8e4d4d985eecbb4d56f009,D,1,0,10095,8276,-1,-1
4b4c46ac6c8e4d4d985eecbb4d56f009,D,2,0,10095,8276,-1,-1
4b4c46ac6c8e4d4d985eecbb4d56f009,D,3,0,10095,8276,-1,-1
a2b720fdff374f07bc84723d5aba1335,D,1,0,10774,9075,-1,-1
a2b720fdff374f07bc84723d5aba1335,D,2,0,10774,9075,-1,-1
a2b720fdff374f07bc84723d5aba1335,D,3,0,10774,9075,-1,-1
48d052b725404a6c992400aabb2e24f8,D,1,0,37558,9401,-1,-1
48d052b725404a6c992400aabb2e24f8,D,2,0,37558,9401,-1,-1
48d052b725404a6c992400aabb2e24f8,D,3,0,37558,9401,-1,-1
758889ab5d944fbfa24b8ac439cd391a,D,1,0,27820,13695,-1,-1
758889ab5d944fbfa24b8ac439cd391a,D,2,0,27820,13695,-1,-1
758889ab5d944fbfa24b8ac439cd391a,D,3,0,27820,13695,-1,-1
a52346894b864c6bb8fdb50d08d20c92,D,1,0,4115,17499,-1,-1
a52346894b864c6bb8fdb50d08d20c92,D,2,0,4115,17499,-1,-1
a52346894b864c6bb8fdb50d08d20c92,D,3,0,4115,17499,-1,-1
02025391ebe64e15aa92d6ec78b3e105,D,1,0,20150,31962,-1,-1
02025391ebe64e15aa92d6ec78b3e105,D,2,0,20150,31962,-1,-1
02025391ebe64e15aa92d6ec78b3e105,D,3,0,20150,31962,-1,-1
8ef588b991ea4a22b3b27c74b2d36f29,D,1,0,77861,15342,-1,-1
8ef588b991ea4a22b3b27c74b2d36f29,D,2,0,77861,15342,-1,-1
8ef588b991ea4a22b3b27c74b2d36f29,D,3,0,77861,15342,-1,-1
dcb58d3c86fc4952aa23367557e96687,D,1,0,19901,11798,-1,-1
dcb58d3c86fc4952aa23367557e96687,D,2,0,19901,11798,-1,-1
dcb58d3c86fc4952aa23367557e96687,D,3,0,19901,11798,-1,-1
86cf58dfe48344ecadf4d921caf9b611,D,1,0,16260,20837,-1,-1
86cf58dfe48344ecadf4d921caf9b611,D,2,0,16260,20837,-1,-1
86cf58dfe48344ecadf4d921caf9b611,D,3,0,16260,20837,-1,-1
a1587dd04adb4949a4666885fd0d2e96,D,1,0,30956,12369,-1,-1
a1587dd04adb4949a4666885fd0d2e96,D,2,0,30956,12369,-1,-1
a1587dd04adb4949a4666885fd0d2e96,D,3,0,30956,12369,-1,-1
40df850c3d524428bf2ef460c2dcbdc8,D,1,0,78860,13783,-1,-1
40df850c3d524428bf2ef460c2dcbdc8,D,2,0,78860,13783,-1,-1
40df850c3d524428bf2ef460c2dcbdc8,D,3,0,78860,13783,-1,-1
d050b054d7fd4d57b07845e79dec8a9e,D,1,0,10677,43766,-1,-1
d050b054d7fd4d57b07845e79dec8a9e,D,2,0,10677,43766,-1,-1
d050b054d7fd4d57b07845e79dec8a9e,D,3,0,10677,43766,-1,-1
433dc96965c74cf98427f45279cd30e7,D,1,0,5065,19586,-1,-1
433dc96965c74cf98427f45279cd30e7,D,2,0,5065,19586,-1,-1
433dc96965c74cf98427f45279cd30e7,D,3,0,5065,19586,-1,-1
21b594dc717c456e870fdc8c86b283d3,D,1,0,13526,16588,-1,-1
21b594dc717c456e870fdc8c86b283d3,D,2,0,13526,16588,-1,-1
21b594dc717c456e870fdc8c86b283d3,D,3,0,13526,16588,-1,-1
eba5eb5f78624e8fa8830365ec461bce,D,1,0,27314,18624,-1,-1
eba5eb5f78624e8fa8830365ec461bce,D,2,0,27314,18624,-1,-1
eba5eb5f78624e8fa8830365ec461bce,D,3,0,27314,18624,-1,-1
e6adeaab2177492aa448eed5f7509de3,D,1,0,5015,12867,-1,-1
e6adeaab2177492aa448eed5f7509de3,D,2,0,5015,12867,-1,-1
e6adeaab2177492aa448eed5f7509de3,D,3,0,5015,12867,-1,-1
a31890626f53428fa6337fc8c97d2a8a,D,1,0,14607,5944,-1,-1
a31890626f53428fa6337fc8c97d2a8a,D,2,0,14607,5944,-1,-1
a31890626f53428fa6337fc8c97d2a8a,D,3,0,14607,5944,-1,-1
21ef68c0992243f8b9899146d47d7bc8,D,1,0,1351,12815,-1,-1
21ef68c0992243f8b9899146d47d7bc8,D,2,0,1351,12815,-1,-1
21ef68c0992243f8b9899146d47d7bc8,D,3,0,1351,12815,-1,-1
1f7c5567a0084003ae7709262cb140fe,D,1,0,9062,11303,-1,-1
1f7c5567a0084003ae7709262cb140fe,D,2,0,9062,11303,-1,-1
1f7c5567a0084003ae7709262cb140fe,D,3,0,9062,11303,-1,-1
5dc3d112199d44dc80b468d63b7c735f,D,1,0,12921,5989,-1,-1
5dc3d112199d44dc80b468d63b7c735f,D,2,0,12921,5989,-1,-1
5dc3d112199d44dc80b468d63b7c735f,D,3,0,12921,5989,-1,-1
59f79965c543476193007b4783b7ed66,D,1,0,28471,9083,-1,-1
59f79965c543476193007b4783b7ed66,D,2,0,28471,9083,-1,-1
59f79965c543476193007b4783b7ed66,D,3,0,28471,9083,-1,-1
327167cf5e404fea8ffdc3fb06bb8a8d,D,1,0,33355,22100,-1,-1
327167cf5e404fea8ffdc3fb06bb8a8d,D,2,0,33355,22100,-1,-1
327167cf5e404fea8ffdc3fb06bb8a8d,D,3,0,33355,22100,-1,-1
07ce5066ca19425f8e6afaaf46f4e850,D,1,0,7154,17000,-1,-1
07ce5066ca19425f8e6afaaf46f4e850,D,2,0,7154,17000,-1,-1
07ce5066ca19425f8e6afaaf46f4e850,D,3,0,7154,17000,-1,-1
05617831326145f598ef517952895da6,D,1,0,14232,23347,-1,-1
05617831326145f598ef517952895da6,D,2,0,14232,23347,-1,-1
05617831326145f598ef517952895da6,D,3,0,14232,23347,-1,-1
70e58e72f695435683d28ebfe8197051,D,1,0,10164,21024,-1,-1
70e58e72f695435683d28ebfe8197051,D,2,0,10164,21024,-1,-1
70e58e72f695435683d28ebfe8197051,D,3,0,10164,21024,-1,-1
d62a27d602a04dcfb45b9b25c0ce71f9,D,1,0,2903,23238,-1,-1
d62a27d602a04dcfb45b9b25c0ce71f9,D,2,0,2903,23238,-1,-1
d62a27d602a04dcfb45b9b25c0ce71f9,D,3,0,2903,23238,-1,-1
f8afe5af62d847f28a02c9c97a43cd4d,D,1,0,10086,29932,-1,-1
f8afe5af62d847f28a02c9c97a43cd4d,D,2,0,10086,29932,-1,-1
f8afe5af62d847f28a02c9c97a43cd4d,D,3,0,10086,29932,-1,-1
90ba61e1ebc047a78ac0b01c1f284644,D,1,0,29378,7625,-1,-1
90ba61e1ebc047a78ac0b01c1f284644,D,2,0,29378,7625,-1,-1
90ba61e1ebc047a78ac0b01c1f284644,D,3,0,29378,7625,-1,-1
bc046fa526624f95be2c77cf75b209cc,D,1,0,5419,961,-1,-1
bc046fa526624f95be2c77cf75b209cc,D,2,0,5419,961,-1,-1
bc046fa526624f95be2c77cf75b209cc,D,3,0,5419,961,-1,-1
d604b0e3bc574c46bc32a501793109ba,D,1,0,84217,12579,-1,-1
d604b0e3bc574c46bc32a501793109ba,D,2,0,84217,12579,-1,-1
f5570a79b32d4b4298ae16036741d1c4,D,1,0,2378,8856,-1,-1
dceadbb56aee49d08c7edfa1b67c41c6,D,1,0,2227,5084,-1,-1
dceadbb56aee49d08c7edfa1b67c41c6,D,2,0,2227,5084,-1,-1
dceadbb56aee49d08c7edfa1b67c41c6,D,3,0,2227,5084,-1,-1
18bd6733e91c40f2a96421ea14e76290,D,1,0,1285,1617,-1,-1
4642c481a4d84830b61f54722fb5c6f8,D,1,0,1972,1030,-1,-1
1a65d87bdfb24f529515befd9a9c6ad0,D,1,0,1867,4012,-1,-1
1a65d87bdfb24f529515befd9a9c6ad0,D,2,0,1867,4012,-1,-1
f19a84d8a85243beb6f6da9bf75b3980,D,1,0,4520,993,-1,-1